src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,predicted_score,predicted_label
159.124.22.232,192.168.100.71,443,38452,c8:1f:be:4e:a4:a6,b4:69:21:61:a7:3d,6,2023-12-01 11:02:39,54.836273193359375,3501332.0347826085,36472.208695652174,18236.104347826087,18236.104347826087,1,1,126,66,126.0,126.0,126.0,0.0,66.0,66.0,66.0,0.0,126,66,96.0,30.0,900.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,96.0,45,1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,66.0,0,1,1,126,66,BENIGN,0.97
159.124.22.232,192.168.100.71,443,38478,c8:1f:be:4e:a4:a6,b4:69:21:61:a7:3d,6,2023-12-01 11:02:40,562705.2783966064,1183.5680694123314,10.662775400111094,5.331387700055547,5.331387700055547,3,3,432,234,268.0,66.0,144.0,88.649121071033,102.0,66.0,78.0,16.97056274847714,268,66,111.0,71.84937949163745,5162.333333333333,60,60,20,2,112541.05567932129,361078.97758483887,121.35505676269531,145263.57430449594,562705.2783966064,361200.33264160156,201504.94575500488,281352.6391983032,79847.69344329834,366552.35290527344,361210.1078033447,5342.245101928711,183276.17645263672,177933.931350708,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,13,1623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,78.0,0,3,3,432,234,BENIGN,0.86
159.124.22.232,192.168.100.71,8801,49550,c8:1f:be:4e:a4:a6,b4:69:21:61:a7:3d,17,2023-12-01 11:02:40,433272.123336792,1680.2373399733117,13.848109944834986,6.924054972417493,6.924054972417493,3,3,320,408,111.0,103.0,106.66666666666667,3.2998316455372216,206.0,99.0,136.0,49.52440475832765,206,99,121.33333333333333,38.03799270320253,1446.888888888889,24,24,8,3,86654.4246673584,194340.94429016113,326.1566162109375,76418.42541377126,433272.123336792,238605.02243041992,194667.10090637207,216636.061668396,21968.960762023926,397130.01251220703,236024.3797302246,161105.63278198242,198565.00625610352,37459.373474121094,0,0,0,0,1,0,0,0,0,0,0,1.0,121.33333333333333,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.66666666666667,136.0,0,3,3,320,408,BENIGN,0.92
170.114.52.2,192.168.100.71,443,50694,c8:1f:be:4e:a4:a6,b4:69:21:61:a7:3d,6,2023-12-01 11:02:41,30.755996704101562,4291845.953488372,65027.96899224806,32513.98449612403,32513.98449612403,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,8,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66,BENIGN,0.96
159.124.22.232,192.168.100.71,443,38498,c8:1f:be:4e:a4:a6,b4:69:21:61:a7:3d,6,2023-12-01 11:02:41,43034.79194641113,4136.188231644146,46.474025074653326,23.237012537326663,23.237012537326663,1,1,112,66,112.0,112.0,112.0,0.0,66.0,66.0,66.0,0.0,112,66,89.0,23.0,529.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,89.0,45,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,66.0,0,1,1,112,66,BENIGN,0.97
192.168.100.71,170.114.15.211,42514,443,b4:69:21:61:a7:3d,c8:1f:be:4e:a4:a6,6,2023-12-01 11:02:41,250389.81437683105,527.1779937555406,7.987545359932432,3.993772679966216,3.993772679966216,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66,BENIGN,0.96
192.168.100.71,170.114.15.211,42512,443,b4:69:21:61:a7:3d,c8:1f:be:4e:a4:a6,6,2023-12-01 11:02:41,250295.16220092773,527.3773525595963,7.990565947872671,3.9952829739363356,3.9952829739363356,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66,BENIGN,0.96
159.124.22.232,192.168.100.71,443,46732,c8:1f:be:4e:a4:a6,b4:69:21:61:a7:3d,6,2023-12-01 11:02:41,194346.42791748047,1368.6899360606908,15.436352662338619,10.290901774892411,5.145450887446206,2,1,164,102,98.0,66.0,82.0,16.0,102.0,102.0,102.0,0.0,102,66,88.66666666666667,16.110727964792762,259.55555555555554,40,20,20,1,97173.21395874023,191194.2958831787,3152.132034301758,94021.08192443848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,88.66666666666667,13,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,102.0,0,2,1,164,102,BENIGN,0.96
159.124.22.232,192.168.100.71,443,38498,c8:1f:be:4e:a4:a6,b4:69:21:61:a7:3d,6,2023-12-01 11:02:42,115.15617370605469,1424152.9109730849,17367.718426501036,8683.859213250518,8683.859213250518,1,1,98,66,98.0,98.0,98.0,0.0,66.0,66.0,66.0,0.0,98,66,82.0,16.0,256.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,45,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,66.0,0,1,1,98,66,BENIGN,0.96
159.124.22.232,192.168.100.71,443,38480,c8:1f:be:4e:a4:a6,b4:69:21:61:a7:3d,6,2023-12-01 11:02:42,191211.46202087402,1391.1299939276732,15.689436021740676,10.459624014493784,5.229812007246892,2,1,164,102,98.0,66.0,82.0,16.0,102.0,102.0,102.0,0.0,102,66,88.66666666666667,16.110727964792762,259.55555555555554,40,20,20,1,95605.73101043701,189653.87344360352,1557.5885772705078,94048.1424331665,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,88.66666666666667,14,2524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,102.0,0,2,1,164,102,BENIGN,0.96
